Age,Attrition,Department,MonthlyIncome,JobSatisfaction,WorkLifeBalance,YearsAtCompany,DistanceFromHome,Education,OverTime,NumCompaniesWorked,JobRole
47,Yes,R&D,10321,2,4,6,12,4,No,3,Technician
58,Yes,Sales,8442,3,4,20,3,3,Yes,1,Engineer
59,Yes,HR,5307,3,1,36,18,2,No,6,Manager
53,No,R&D,18461,3,2,13,4,3,No,9,Technician
59,No,HR,2883,1,1,16,13,2,No,8,Engineer
24,Yes,R&D,18223,3,4,5,11,2,No,1,Engineer
47,No,HR,7918,1,1,8,11,3,No,4,Manager
57,Yes,R&D,4033,4,4,1,24,1,No,5,Engineer
55,No,Sales,4849,2,4,2,5,1,Yes,4,Manager
20,No,HR,5010,3,3,37,2,3,No,5,Sales Executive
39,No,R&D,14169,3,1,10,2,4,No,7,Engineer
35,No,Sales,5892,4,1,3,19,1,Yes,2,Technician
33,No,Sales,11802,2,4,38,12,2,Yes,8,Manager
39,No,HR,3419,4,2,12,14,1,No,5,Manager
31,No,Sales,4011,2,3,14,10,4,No,8,Engineer
45,Yes,R&D,4415,4,2,29,29,4,No,5,Manager
37,No,HR,12380,4,2,38,20,4,No,5,Engineer
40,No,R&D,14669,3,3,10,7,1,No,0,Engineer
33,No,HR,17564,4,1,3,18,3,Yes,0,Technician
54,No,R&D,7825,3,3,10,17,3,No,6,Manager
43,No,R&D,18252,2,2,0,7,2,Yes,2,Manager
36,Yes,HR,9548,2,4,17,16,2,Yes,0,Manager
22,Yes,Sales,13360,4,2,4,9,3,Yes,9,Manager
25,Yes,R&D,4970,4,4,33,20,1,No,4,Manager
48,No,HR,9194,3,1,18,8,2,Yes,5,Technician
36,No,R&D,18707,4,4,13,23,3,Yes,6,HR Executive
48,No,Sales,3174,4,4,16,17,4,Yes,2,Manager
47,No,HR,7858,2,4,15,7,2,No,5,Manager
29,No,Sales,5087,4,4,2,7,3,Yes,0,Manager
46,No,Sales,16099,2,2,25,11,1,No,0,Manager
51,Yes,Sales,18772,1,3,12,9,1,Yes,7,HR Executive
32,No,R&D,4846,2,2,4,13,2,Yes,4,Sales Executive
29,Yes,R&D,5771,3,4,16,27,1,No,6,Engineer
54,No,HR,18852,4,3,32,1,1,Yes,8,Sales Executive
22,No,R&D,9331,4,1,11,14,4,No,7,HR Executive
34,No,Sales,9216,2,1,25,24,1,Yes,6,Sales Executive
47,No,HR,3249,3,4,20,29,4,No,2,Engineer
41,No,Sales,11238,4,2,0,18,1,Yes,5,Manager
23,No,R&D,8210,4,3,33,29,1,Yes,6,Sales Executive
19,No,R&D,10074,2,3,9,16,4,No,9,Technician
40,No,Sales,11385,1,1,29,16,1,Yes,8,Sales Executive
58,No,HR,11198,4,4,16,24,1,No,6,Engineer
26,No,HR,19614,1,4,10,23,4,No,5,HR Executive
59,No,R&D,11745,4,3,23,7,2,No,0,Manager
23,No,Sales,14469,1,4,10,6,1,Yes,9,Manager
42,No,HR,5019,1,2,0,13,3,No,4,Sales Executive
56,No,R&D,6595,2,3,24,26,2,Yes,8,Sales Executive
54,No,HR,10478,1,4,8,5,1,Yes,2,Engineer
45,No,HR,12693,2,1,20,11,3,No,5,Engineer
24,Yes,HR,10671,2,4,31,2,3,Yes,9,HR Executive
52,No,Sales,18032,4,1,3,23,1,No,2,HR Executive
40,Yes,R&D,10270,3,3,26,20,2,Yes,3,Engineer
27,No,Sales,17432,1,4,16,10,2,Yes,0,Sales Executive
34,No,R&D,5119,4,3,22,24,3,No,0,Manager
57,No,R&D,13322,4,3,9,17,3,No,5,Engineer
59,No,R&D,19352,2,1,7,17,3,Yes,7,HR Executive
35,No,HR,8309,4,1,31,4,1,Yes,8,Manager
36,No,HR,12143,3,3,34,28,1,No,1,Technician
41,No,Sales,17641,4,2,16,6,1,No,4,Sales Executive
50,No,Sales,5995,2,2,6,4,1,Yes,5,HR Executive
21,No,Sales,16710,2,1,16,1,3,Yes,4,Engineer
57,No,R&D,4713,3,4,6,25,3,Yes,2,Engineer
31,No,HR,14286,2,2,39,28,4,Yes,1,Engineer
19,Yes,HR,3229,4,4,8,6,1,No,7,Engineer
31,No,R&D,7980,1,1,7,3,4,Yes,5,Technician
53,No,R&D,10336,1,3,18,28,1,Yes,1,Sales Executive
36,No,HR,14458,1,2,31,28,1,No,0,HR Executive
29,No,Sales,7319,3,3,15,10,2,No,1,Manager
43,No,R&D,7622,3,2,16,25,3,Yes,2,Manager
36,No,HR,3075,3,3,37,18,1,Yes,4,HR Executive
52,No,HR,3673,2,4,24,16,4,Yes,3,Technician
33,No,Sales,7798,3,1,33,2,3,No,3,Manager
49,No,Sales,3942,2,2,9,27,4,No,5,Technician
53,No,HR,12268,3,2,28,27,1,Yes,6,HR Executive
55,Yes,R&D,3679,3,2,35,19,4,Yes,4,Engineer
29,No,HR,2013,2,4,24,11,4,Yes,7,Technician
22,No,Sales,18030,4,3,20,14,3,Yes,0,HR Executive
46,No,Sales,11930,4,2,30,24,1,Yes,9,Engineer
44,No,HR,11545,4,4,30,6,4,No,2,Engineer
59,No,Sales,11545,2,2,33,27,3,Yes,4,Engineer
45,No,HR,9058,1,2,10,4,3,No,3,Technician
20,No,Sales,15401,3,1,17,4,2,Yes,9,HR Executive
41,No,Sales,4198,4,1,39,10,1,No,4,Engineer
54,No,R&D,13193,4,4,38,19,1,Yes,1,HR Executive
51,Yes,HR,3309,1,3,25,22,4,No,4,Manager
46,No,Sales,16416,3,4,35,3,3,Yes,0,Sales Executive
20,Yes,R&D,13993,3,2,15,6,3,No,5,Manager
57,Yes,R&D,8318,4,2,15,23,2,No,2,HR Executive
38,No,Sales,2559,3,4,3,28,3,No,0,Engineer
39,No,R&D,9643,1,4,15,7,4,Yes,2,Sales Executive
45,No,Sales,12233,3,4,8,12,4,Yes,2,Engineer
31,No,HR,11021,3,2,24,23,2,No,1,Sales Executive
20,Yes,R&D,11828,2,1,27,1,2,No,4,HR Executive
51,No,HR,16528,4,1,19,4,3,No,4,Manager
30,No,R&D,19246,1,3,1,5,3,No,9,Sales Executive
44,No,Sales,2700,3,4,31,7,1,No,3,HR Executive
35,No,HR,4057,4,3,33,21,3,No,7,Engineer
57,No,Sales,17573,2,3,38,16,4,No,6,Sales Executive
52,Yes,HR,5857,2,4,15,11,4,Yes,5,Engineer
49,No,R&D,7688,4,2,5,4,4,No,7,Sales Executive
53,No,Sales,4003,1,1,18,6,2,Yes,1,Technician
43,Yes,Sales,8283,3,3,12,2,3,No,6,Technician
57,No,R&D,10041,4,1,36,4,3,No,0,Manager
37,No,R&D,8675,3,1,15,10,1,No,9,Technician
37,No,R&D,6447,3,2,10,10,1,No,7,Sales Executive
29,No,R&D,2941,2,1,6,18,3,Yes,1,Manager
57,No,R&D,10349,4,1,19,16,2,No,6,Sales Executive
41,No,HR,5921,4,3,5,7,1,No,7,Engineer
50,No,Sales,15300,1,3,11,19,4,Yes,8,Technician
18,No,R&D,13104,2,1,5,29,4,No,2,Sales Executive
32,No,Sales,17280,2,3,7,11,1,Yes,0,HR Executive
24,No,HR,15377,2,2,3,17,1,Yes,5,Sales Executive
51,No,HR,16291,4,1,2,7,2,No,2,Technician
39,No,Sales,4784,3,3,37,3,2,Yes,3,Manager
30,No,Sales,6927,2,4,19,6,4,No,8,Engineer
51,No,HR,13318,1,3,39,16,2,Yes,6,Manager
59,No,Sales,19224,4,2,30,14,1,No,1,Engineer
18,No,HR,6224,3,1,30,21,3,No,7,Technician
47,Yes,Sales,7628,4,3,38,20,4,Yes,4,Engineer
45,No,R&D,18377,1,3,8,3,1,Yes,5,Manager
29,Yes,HR,8787,3,2,3,4,4,No,9,Manager
41,No,R&D,2038,1,2,2,21,4,Yes,3,Engineer
35,No,R&D,4383,3,2,39,3,4,Yes,4,Manager
43,No,Sales,5149,3,4,5,24,4,Yes,7,Sales Executive
24,No,Sales,6826,3,3,10,14,2,Yes,1,HR Executive
47,No,R&D,11685,3,2,36,28,1,No,0,Sales Executive
31,No,Sales,19463,4,1,38,25,2,No,6,Engineer
54,No,R&D,17194,1,1,26,25,4,Yes,3,Engineer
44,Yes,HR,14844,2,4,5,17,3,Yes,4,HR Executive
38,No,R&D,17189,4,2,16,22,3,No,1,Manager
32,No,Sales,9231,3,1,22,18,4,No,9,Sales Executive
35,Yes,R&D,7392,2,1,21,24,2,No,7,Engineer
55,No,HR,14929,1,2,24,3,4,Yes,2,Sales Executive
52,Yes,HR,5691,3,4,29,26,3,Yes,3,HR Executive
34,Yes,Sales,8188,3,4,2,17,3,Yes,1,Technician
52,No,R&D,13991,2,1,28,5,2,No,7,HR Executive
22,No,Sales,17555,4,3,38,8,2,Yes,9,Technician
28,No,HR,14557,1,2,23,18,1,No,0,Manager
52,No,HR,6229,4,4,9,18,3,Yes,6,Manager
18,No,Sales,6812,3,3,20,25,1,No,9,Technician
38,No,HR,12254,4,1,1,4,1,Yes,4,Sales Executive
39,No,R&D,15389,4,3,24,28,2,No,8,Sales Executive
52,Yes,HR,10879,4,4,4,12,4,No,2,Technician
41,No,HR,7338,2,3,4,14,2,No,1,Sales Executive
59,No,R&D,13994,2,4,1,6,4,No,1,Engineer
25,No,Sales,14829,4,3,8,5,3,No,9,HR Executive
36,Yes,HR,10429,2,1,16,3,1,Yes,3,HR Executive
54,No,Sales,9382,3,1,23,2,1,No,3,Engineer
31,No,Sales,8432,4,3,11,24,1,Yes,3,Sales Executive
51,No,Sales,18580,2,2,28,22,1,No,1,Technician
25,Yes,Sales,2444,2,2,13,28,4,Yes,6,Technician
48,No,R&D,18620,3,4,8,28,3,No,1,Manager
22,No,HR,17451,3,4,34,12,1,No,9,Engineer
24,No,Sales,10066,4,1,21,24,2,Yes,2,Sales Executive
32,No,Sales,16865,3,2,14,21,3,No,6,Sales Executive
44,No,HR,19815,1,4,28,15,4,No,5,Engineer
36,No,Sales,7623,3,4,18,19,1,No,7,Engineer
41,No,R&D,3200,4,2,35,15,1,Yes,8,Technician
56,No,R&D,9702,1,1,25,4,1,Yes,8,Engineer
36,Yes,HR,4672,4,3,21,12,1,No,8,Manager
31,No,HR,14641,4,3,11,10,3,Yes,1,Engineer
52,No,HR,14246,3,2,9,15,1,Yes,7,HR Executive
57,No,R&D,18896,1,4,13,5,1,Yes,6,Technician
42,No,Sales,8810,4,1,8,14,4,Yes,5,HR Executive
50,No,HR,9844,4,1,18,29,3,No,6,Technician
21,No,R&D,16561,4,2,36,4,1,Yes,6,Engineer
50,No,HR,12395,2,2,36,29,4,No,0,Technician
26,Yes,R&D,8660,4,1,36,10,4,No,4,Manager
23,No,Sales,6822,1,4,38,16,4,Yes,8,Sales Executive
51,Yes,HR,7887,3,2,35,24,2,Yes,5,HR Executive
43,No,HR,15340,3,3,23,7,3,No,0,Manager
37,No,Sales,4581,3,4,22,28,2,No,3,Technician
45,No,R&D,12664,4,2,32,4,3,No,4,Manager
20,No,Sales,7101,1,2,36,8,3,No,1,Manager
41,Yes,HR,13604,4,3,25,15,3,Yes,2,Technician
45,No,R&D,3634,1,4,38,14,2,No,6,Sales Executive
24,No,Sales,10099,1,1,5,9,4,No,0,HR Executive
23,No,HR,9161,1,1,11,4,2,Yes,6,Sales Executive
33,No,R&D,13252,1,3,5,24,1,No,3,Manager
19,Yes,R&D,16962,3,2,36,29,4,No,4,Engineer
47,Yes,R&D,15703,3,4,28,6,4,Yes,0,Manager
39,No,HR,6824,4,1,36,28,1,Yes,3,Technician
29,No,R&D,14393,4,3,5,7,2,No,1,Sales Executive
26,No,Sales,11375,4,3,9,15,2,Yes,2,Manager
46,Yes,R&D,10920,2,3,12,7,3,No,5,HR Executive
19,No,R&D,6920,4,2,30,11,3,Yes,3,Engineer
31,No,HR,17013,2,1,3,15,2,No,0,Technician
24,No,Sales,15086,2,2,38,25,1,Yes,2,Technician
38,No,R&D,19813,1,2,14,12,1,Yes,8,Engineer
20,Yes,Sales,15262,2,2,6,16,2,No,5,HR Executive
35,Yes,Sales,11224,2,1,27,4,2,No,6,Sales Executive
52,Yes,HR,17537,1,1,26,12,4,No,2,Sales Executive
43,No,Sales,5461,1,4,15,3,2,Yes,2,Manager
29,No,HR,2049,4,3,0,29,2,No,9,Sales Executive
25,No,HR,4787,1,1,35,23,1,No,5,Sales Executive
25,No,Sales,17246,1,4,16,9,4,No,6,HR Executive
43,Yes,Sales,18112,2,1,36,25,2,No,0,Manager
45,Yes,Sales,16996,3,2,16,26,1,No,6,Manager
39,No,Sales,17015,3,1,29,27,1,Yes,5,Technician
19,No,HR,6214,3,1,18,2,4,Yes,1,HR Executive
58,No,R&D,5523,2,1,35,10,2,Yes,0,Technician
42,No,Sales,3792,4,2,1,2,1,Yes,6,Sales Executive
18,No,Sales,7626,2,1,0,26,1,No,4,Sales Executive
44,Yes,R&D,6395,1,4,24,13,1,No,1,Technician
41,No,HR,4696,4,3,39,26,4,No,3,HR Executive
25,No,Sales,13092,3,2,15,5,4,No,4,Manager
24,No,Sales,5914,1,2,39,13,2,Yes,7,Sales Executive
53,No,HR,15189,4,4,31,11,3,Yes,4,Technician
50,Yes,R&D,16968,4,3,1,19,4,No,5,Manager
23,Yes,R&D,10397,2,3,39,20,2,Yes,8,Technician
26,No,R&D,6905,1,4,34,5,1,Yes,5,Technician
30,No,R&D,12507,2,3,36,13,3,Yes,7,Engineer
42,Yes,R&D,12949,1,2,0,15,2,No,3,Engineer
24,No,HR,15548,1,3,2,24,4,Yes,4,HR Executive
43,No,R&D,9046,3,2,33,6,2,Yes,2,Manager
53,No,HR,6710,3,1,27,9,1,No,8,HR Executive
51,No,HR,7483,2,2,8,5,2,Yes,0,Sales Executive
57,No,Sales,16434,4,1,0,24,3,No,1,Technician
21,No,Sales,13095,4,3,11,3,3,Yes,6,Engineer
47,No,Sales,8573,2,4,39,15,2,Yes,2,Manager
41,Yes,Sales,13528,2,3,20,3,3,No,9,Sales Executive
20,Yes,HR,2323,4,3,21,14,2,Yes,4,Sales Executive
37,No,HR,7266,3,4,26,24,4,Yes,1,Engineer
31,No,R&D,14356,1,2,19,22,4,No,6,Technician
20,No,R&D,6664,1,3,33,13,4,No,2,Manager
42,No,R&D,19227,4,2,35,4,3,No,4,Manager
50,No,Sales,12060,1,4,10,12,4,No,8,Technician
50,No,Sales,12609,2,3,30,1,2,Yes,5,Technician
58,No,R&D,2924,3,1,27,1,2,Yes,7,Sales Executive
24,No,R&D,11467,2,3,21,12,2,No,0,Manager
47,No,Sales,10131,1,4,39,12,3,Yes,9,Technician
21,Yes,HR,10530,4,3,2,4,2,No,2,Manager
35,Yes,R&D,19166,1,4,38,17,1,No,1,Technician
44,Yes,Sales,10256,4,2,18,15,1,Yes,7,HR Executive
22,No,Sales,15145,4,4,6,22,1,No,2,Engineer
57,Yes,Sales,12143,4,2,3,19,1,Yes,9,Technician
28,No,HR,18029,4,1,18,23,1,Yes,3,Manager
44,No,HR,3684,2,1,2,26,4,Yes,1,HR Executive
28,No,Sales,6574,1,4,32,4,4,No,6,Technician
37,No,Sales,2620,3,3,30,24,2,No,3,Sales Executive
44,No,R&D,18775,2,1,17,22,1,No,1,Engineer
39,Yes,HR,10583,4,1,18,16,3,No,5,Manager
31,No,HR,8881,3,2,33,8,1,Yes,5,Manager
45,No,Sales,19585,4,1,6,22,2,No,6,Sales Executive
35,No,HR,7186,2,4,9,5,1,Yes,2,HR Executive
24,No,R&D,9097,3,2,13,4,3,No,8,HR Executive
18,No,R&D,3200,1,1,20,23,3,No,9,Manager
51,No,R&D,19265,1,4,32,2,3,Yes,5,HR Executive
21,No,HR,6036,3,4,10,10,3,No,6,Engineer
23,No,R&D,12137,1,4,22,28,3,No,0,HR Executive
47,No,Sales,9011,3,1,34,15,1,Yes,2,Engineer
52,No,Sales,10914,2,2,11,7,2,No,5,Manager
56,Yes,HR,4150,4,1,33,19,2,Yes,4,Sales Executive
47,No,HR,11938,4,2,15,13,4,Yes,4,Manager
27,No,Sales,15595,1,1,25,1,4,Yes,3,Manager
19,No,R&D,5027,2,4,25,3,3,No,7,HR Executive
34,No,HR,5575,1,1,12,28,2,No,9,Sales Executive
59,No,HR,10548,1,2,16,20,2,No,1,HR Executive
18,No,HR,10484,1,3,5,8,2,Yes,7,HR Executive
37,No,HR,2566,4,4,14,13,4,No,0,Sales Executive
48,No,Sales,6508,3,4,9,10,2,Yes,5,HR Executive
52,No,R&D,14561,2,2,36,11,2,No,8,Manager
37,No,HR,15407,1,3,26,6,4,No,0,HR Executive
46,No,R&D,3796,2,1,18,26,1,No,7,HR Executive
50,Yes,R&D,12987,1,1,12,6,3,No,1,HR Executive
54,No,R&D,11897,3,3,24,8,1,No,7,HR Executive
44,No,HR,11180,1,2,10,20,2,Yes,5,Technician
30,No,R&D,11635,2,2,18,7,4,No,1,Technician
40,No,HR,11777,1,1,34,8,2,No,5,HR Executive
46,Yes,Sales,9495,1,4,36,24,3,Yes,6,HR Executive
21,Yes,R&D,7981,2,1,36,29,1,Yes,6,HR Executive
44,Yes,R&D,9372,2,1,23,26,2,Yes,7,Technician
24,No,HR,16242,2,2,36,22,2,Yes,6,HR Executive
55,No,R&D,17166,4,1,34,9,2,No,4,Technician
34,No,HR,14546,1,4,0,13,2,No,6,Technician
47,No,R&D,11709,2,4,37,26,2,Yes,4,HR Executive
45,Yes,Sales,2886,1,1,39,10,1,No,3,Technician
43,No,HR,11358,4,2,23,19,1,No,2,Sales Executive
46,No,HR,14129,3,2,30,17,3,Yes,8,HR Executive
55,No,HR,12724,1,4,14,24,2,Yes,0,Sales Executive
49,No,R&D,11500,2,1,30,11,4,No,2,Engineer
46,No,HR,2715,1,1,37,4,1,Yes,8,Engineer
55,No,HR,12379,2,2,12,15,3,Yes,8,Engineer
27,No,Sales,6936,3,2,38,21,2,Yes,8,HR Executive
42,No,R&D,10313,1,2,14,17,3,No,8,Technician
52,No,Sales,10014,1,4,12,4,1,No,8,Manager
55,No,R&D,6046,4,3,25,3,1,Yes,6,Sales Executive
19,Yes,R&D,4551,3,1,22,4,1,Yes,9,Technician
21,No,R&D,9019,4,2,0,4,4,No,2,Engineer
47,No,HR,11809,1,4,34,10,1,No,1,Engineer
30,Yes,HR,12055,4,3,2,7,2,No,8,Manager
47,No,R&D,17277,3,2,23,5,3,No,2,HR Executive
58,No,R&D,4320,1,3,15,19,3,Yes,9,Engineer
55,No,Sales,10219,2,1,21,7,4,Yes,5,Engineer
58,No,HR,13102,2,4,13,15,2,No,3,Sales Executive
59,No,R&D,9731,4,2,3,29,2,No,1,HR Executive
30,No,HR,16156,3,2,15,9,4,Yes,8,HR Executive
40,No,HR,16022,3,1,5,29,3,Yes,9,HR Executive
30,No,HR,7225,3,3,15,3,3,Yes,2,Engineer
37,Yes,HR,16403,2,2,2,23,2,No,8,HR Executive
34,Yes,HR,18012,2,4,9,2,4,No,0,Technician
18,No,R&D,17717,1,3,36,9,3,No,9,Technician
36,No,HR,10189,4,3,32,21,2,Yes,5,Engineer
19,Yes,R&D,18091,2,2,16,24,1,Yes,7,Manager
37,No,HR,4840,1,4,11,20,4,Yes,6,Engineer
25,No,Sales,4991,4,2,36,25,2,No,8,HR Executive
41,No,R&D,3604,3,4,34,11,4,Yes,6,Technician
35,No,HR,15651,1,4,31,11,2,Yes,9,HR Executive
29,No,Sales,12113,4,4,29,12,4,No,9,HR Executive
29,Yes,HR,9129,4,1,34,15,4,No,5,Manager
46,No,Sales,4984,2,1,2,2,4,Yes,9,Technician
26,Yes,Sales,5589,3,4,6,12,2,No,8,Engineer
46,No,R&D,10424,3,1,17,17,2,No,2,Technician
34,No,Sales,19187,1,1,15,25,4,No,7,Technician
32,No,HR,9109,3,2,13,3,3,Yes,3,HR Executive
23,No,HR,11209,3,1,10,7,3,Yes,9,Sales Executive
31,No,HR,15092,2,2,34,25,2,Yes,6,Engineer
57,No,R&D,19541,4,3,27,26,3,Yes,3,HR Executive
22,No,R&D,14856,3,3,27,25,3,No,5,Sales Executive
26,Yes,Sales,17963,1,1,10,1,4,No,3,Manager
51,No,HR,3531,2,1,26,11,4,No,6,Manager
22,No,HR,14981,2,1,28,5,2,Yes,5,Technician
24,Yes,HR,5859,2,1,0,5,2,Yes,1,Sales Executive
34,No,HR,7277,3,3,12,15,4,Yes,1,Sales Executive
30,Yes,HR,8511,4,2,10,12,1,No,7,Engineer
37,No,HR,6802,4,3,6,4,2,No,9,HR Executive
22,Yes,HR,8606,4,4,16,7,1,Yes,7,Engineer
48,No,Sales,10463,3,2,20,11,2,No,9,Sales Executive
46,No,Sales,6822,3,1,37,6,4,Yes,7,Manager
32,No,HR,11246,3,3,4,2,3,Yes,3,Manager
23,No,HR,9991,4,4,21,18,3,Yes,7,Sales Executive
57,No,Sales,12137,3,2,1,14,2,No,8,Sales Executive
52,No,HR,9073,1,1,12,13,4,Yes,4,Manager
48,No,R&D,19259,2,4,19,11,3,No,5,Sales Executive
38,Yes,Sales,19443,3,4,38,10,1,Yes,8,Technician
45,Yes,HR,2466,2,4,12,9,4,No,9,HR Executive
54,No,HR,11190,2,3,16,10,3,Yes,8,HR Executive
55,No,HR,6691,4,1,19,2,3,Yes,3,Technician
53,No,Sales,16013,1,4,32,26,3,No,4,Manager
28,No,Sales,18271,4,1,25,23,3,No,4,Technician
40,Yes,HR,13508,4,2,15,2,4,Yes,0,HR Executive
59,Yes,HR,4174,3,1,26,4,3,Yes,6,Manager
53,No,Sales,4562,1,1,14,14,2,No,0,Manager
42,No,R&D,3834,4,2,33,21,2,Yes,4,Engineer
52,No,HR,14810,4,3,30,17,3,Yes,5,Sales Executive
19,No,R&D,7586,3,3,35,14,4,Yes,8,Sales Executive
46,Yes,HR,6461,1,3,18,26,1,No,8,Technician
38,No,R&D,12748,1,1,20,16,1,No,9,Engineer
38,No,Sales,3654,2,4,12,10,2,Yes,7,Manager
28,No,HR,6374,2,2,35,6,2,Yes,4,Technician
54,No,Sales,9160,1,1,15,2,2,No,9,Sales Executive
52,No,R&D,7145,1,4,8,16,2,No,4,HR Executive
54,No,R&D,12444,1,2,25,18,1,Yes,7,Sales Executive
30,No,HR,12567,4,4,19,13,3,Yes,0,Technician
21,No,R&D,14540,2,1,38,2,3,No,4,Engineer
48,No,HR,12056,2,2,11,8,3,No,5,HR Executive
44,No,HR,17869,4,3,18,12,3,Yes,0,Manager
40,No,HR,16324,2,1,1,8,1,No,8,Manager
33,No,R&D,5652,4,4,20,24,2,Yes,2,Manager
47,No,Sales,9289,1,4,30,27,4,Yes,9,HR Executive
33,No,HR,11333,2,3,4,8,2,No,1,Technician
47,Yes,R&D,11808,1,3,18,14,1,Yes,8,Manager
23,No,Sales,17841,1,2,26,24,2,Yes,2,Engineer
41,Yes,R&D,2920,3,1,3,22,1,No,2,Manager
53,No,HR,13454,4,3,20,8,3,Yes,5,Technician
31,No,HR,15001,4,4,39,26,2,No,5,HR Executive
47,Yes,R&D,2859,3,3,22,7,4,No,4,Engineer
57,Yes,HR,8975,2,2,24,6,4,No,7,Technician
40,No,R&D,2926,3,3,13,26,4,No,1,Sales Executive
27,Yes,R&D,13499,1,4,32,22,3,Yes,8,Sales Executive
29,No,R&D,15627,1,4,7,14,1,Yes,2,Manager
41,No,R&D,6948,4,4,14,4,4,No,0,HR Executive
29,No,R&D,8190,4,2,3,7,2,Yes,4,HR Executive
24,No,HR,17298,1,1,15,1,2,No,3,Technician
18,No,Sales,3405,3,1,3,12,1,No,3,Engineer
20,No,HR,15631,2,1,25,17,2,Yes,3,Manager
23,Yes,R&D,9152,2,4,14,24,4,Yes,2,Sales Executive
28,No,Sales,15597,4,4,3,28,3,Yes,4,Engineer
55,No,R&D,11344,2,4,36,18,4,No,5,Manager
22,No,HR,3955,1,3,5,28,4,Yes,3,Manager
23,No,Sales,8774,4,2,15,11,3,No,6,Technician
47,Yes,HR,19844,4,2,23,12,2,No,2,Engineer
31,No,R&D,19966,3,4,8,27,4,No,1,Sales Executive
57,No,Sales,17344,2,1,3,10,4,No,0,Sales Executive
51,Yes,Sales,8369,2,2,17,20,4,No,5,Engineer
33,No,HR,7305,3,4,37,16,3,Yes,1,Technician
40,No,Sales,19762,2,4,6,28,1,No,1,HR Executive
31,No,HR,12441,2,1,10,1,1,No,6,Manager
51,Yes,HR,14233,3,1,9,24,4,No,7,HR Executive
59,No,Sales,11508,2,4,32,22,1,Yes,4,Sales Executive
46,Yes,R&D,18749,2,1,37,10,2,Yes,8,Manager
29,No,Sales,3164,2,4,0,11,1,No,6,HR Executive
30,No,R&D,17961,1,3,18,20,2,Yes,5,Sales Executive
25,No,R&D,6040,2,3,33,11,2,Yes,3,Sales Executive
27,No,Sales,9935,3,3,13,5,4,Yes,0,HR Executive
27,No,R&D,12865,1,3,38,9,4,Yes,5,Engineer
32,No,Sales,9933,3,1,37,4,4,Yes,0,Technician
38,No,HR,12367,2,3,2,5,2,Yes,7,HR Executive
39,No,Sales,18882,4,2,19,15,4,Yes,5,Manager
31,No,HR,5305,1,2,12,21,4,No,8,HR Executive
24,No,HR,5608,3,2,19,9,3,Yes,7,Technician
42,No,HR,10162,1,1,37,5,2,Yes,5,Manager
45,Yes,R&D,15899,1,2,15,18,3,Yes,2,HR Executive
55,No,HR,6501,1,1,13,27,3,No,3,Manager
50,No,R&D,5006,4,1,4,18,4,No,8,Engineer
18,Yes,HR,18326,4,1,13,23,1,Yes,0,Sales Executive
59,No,R&D,16712,3,2,17,14,3,No,5,HR Executive
33,Yes,R&D,3697,1,2,15,29,4,No,9,Engineer
26,No,Sales,6691,3,2,31,3,4,Yes,5,HR Executive
52,No,Sales,15082,3,4,37,28,2,No,5,Sales Executive
36,No,Sales,17942,4,1,38,27,3,Yes,6,Engineer
41,Yes,Sales,7433,3,1,4,4,4,No,2,Engineer
26,No,Sales,3534,1,3,25,23,1,No,0,Technician
49,No,Sales,8803,4,3,11,28,1,Yes,9,HR Executive
30,No,HR,8739,3,2,30,17,2,No,7,Sales Executive
23,Yes,R&D,12184,4,1,39,13,3,Yes,5,Manager
58,No,HR,17711,3,1,10,18,4,Yes,9,Sales Executive
33,No,Sales,11664,3,4,4,13,2,No,1,Manager
38,No,R&D,17405,4,4,12,22,4,No,8,Engineer
44,Yes,HR,3296,3,2,10,21,3,Yes,5,HR Executive
53,No,HR,4481,3,1,29,11,4,No,8,HR Executive
30,Yes,R&D,7525,2,2,29,10,2,No,7,Engineer
58,No,R&D,2626,1,2,5,24,3,No,7,Manager
43,No,R&D,8090,4,4,38,13,3,Yes,2,Technician
38,Yes,R&D,11069,3,1,32,29,4,No,8,Sales Executive
23,Yes,R&D,4473,1,1,18,18,1,No,6,Engineer
19,No,R&D,17235,3,3,11,27,2,Yes,2,Sales Executive
37,No,HR,11090,2,1,3,23,2,No,9,Technician
56,No,HR,16331,4,4,14,14,4,No,9,HR Executive
50,No,Sales,19665,3,1,20,15,3,No,7,Manager
55,No,HR,17780,4,2,4,28,2,Yes,5,Engineer
19,No,HR,17140,1,2,35,3,1,Yes,9,Manager
24,No,R&D,15313,2,1,9,14,3,No,2,HR Executive
29,Yes,R&D,3478,4,4,10,17,1,Yes,1,Sales Executive
26,No,R&D,9638,2,1,24,7,2,No,4,HR Executive
47,Yes,HR,18557,4,3,19,19,1,No,5,Engineer
38,No,HR,4277,3,1,29,3,3,Yes,5,Manager
58,Yes,Sales,16018,1,2,12,14,4,No,4,HR Executive
23,No,HR,4475,4,4,35,26,1,No,7,HR Executive
25,No,R&D,3237,2,4,22,9,2,No,3,Manager
35,Yes,Sales,12370,3,1,8,22,1,No,1,Technician
31,No,HR,14835,2,2,14,25,1,Yes,9,Manager
48,No,HR,8499,2,2,14,25,4,Yes,4,Manager
55,No,Sales,12239,3,1,33,25,1,Yes,8,Manager
27,No,HR,12487,4,3,1,20,3,Yes,8,Manager
50,No,Sales,18383,1,3,2,16,4,No,5,HR Executive
